id,word,deng,ji,situation,wfreq,sfreq,newlink,bopomofo,pinyin
11158,監察,精熟,第7級,,5,0,"[['監察', ['22842']]]",ㄐㄧㄢ ㄔㄚˊ,jiān chá
11159,兼差,精熟,第7級,,3,1,"[['兼差', ['22786']]]",ㄐㄧㄢ ㄔㄞ,jiān chāi
11160,奸臣,精熟,第7級,,5,0,"[['奸臣', ['22762']]]",ㄐㄧㄢ ㄔㄣˊ,jiān chén
11161,堅稱,精熟,第7級,,4,1,"[['堅稱', ['22810']]]",ㄐㄧㄢ ㄔㄥ,jiān chēng
11162,兼程,精熟,第7級,,3,1,"[['兼程', ['22788']]]",ㄐㄧㄢ ㄔㄥˊ,jiān chéng
11163,監護人,精熟,第7級,,3,1,[],ㄐㄧㄢ ㄏㄨˋ ㄖㄣˊ,jiān hù rén
11164,監禁,精熟,第7級,,6,5,"[['監禁', ['22840']]]",ㄐㄧㄢ ㄐㄧㄣˋ,jiān jìn
11165,艱鉅,精熟,第7級,,4,4,"[['艱鉅', ['22858']]]",ㄐㄧㄢ ㄐㄩˋ,jiān jù
11166,監牢,精熟,第7級,,3,1,"[['監牢', ['22835']]]",ㄐㄧㄢ ㄌㄠˊ,jiān láo
11167,殲滅,精熟,第7級,,8,2,"[['殲滅', ['22864']]]",ㄐㄧㄢ ㄇㄧㄝˋ,jiān miè
11168,緘默,精熟,第7級,,4,1,"[['緘默', ['22852']]]",ㄐㄧㄢ ㄇㄛˋ,jiān mò
11169,堅忍,精熟,第7級,,3,3,"[['堅忍', ['22813']]]",ㄐㄧㄢ ㄖㄣˇ,jiān rěn
11170,堅韌,精熟,第7級,,3,4,"[['堅韌', ['22815']]]",ㄐㄧㄢ ㄖㄣˋ,jiān rèn
11171,艱澀,精熟,第7級,,3,1,"[['艱澀', ['22862']]]",ㄐㄧㄢ ㄙㄜˋ,jiān sè
11172,堅實,精熟,第7級,,6,2,"[['堅實', ['22811']]]",ㄐㄧㄢ ㄕˊ,jiān shí
11173,尖酸,精熟,第7級,,3,0,"[['尖酸', ['22755']]]",ㄐㄧㄢ ㄙㄨㄢ,jiān suān
11174,奸詐,精熟,第7級,,3,1,"[['奸詐', ['22761']]]",ㄐㄧㄢ ㄓㄚˋ,jiān zhà
11175,鹼,精熟,第7級,,6,21,"[['鹼', ['22939']]]",ㄐㄧㄢˇ,jiǎn
11176,剪報,精熟,第7級,,3,1,"[['剪報', ['22871']]]",ㄐㄧㄢˇ ㄅㄠˋ,jiǎn bào
11177,剪裁,精熟,第7級,,4,2,"[['剪裁', ['22879']]]",ㄐㄧㄢˇ ㄘㄞˊ,jiǎn cái
11178,檢舉,精熟,第7級,,4,2,"[['檢舉', ['22924']]]",ㄐㄧㄢˇ ㄐㄩˇ,jiǎn jǔ
11179,簡略,精熟,第7級,,4,1,"[['簡略', ['22954']]]",ㄐㄧㄢˇ ㄌㄩㄝˋ,jiǎn lüè
11180,簡明,精熟,第7級,,4,1,"[['簡明', ['22947']]]",ㄐㄧㄢˇ ㄇㄧㄥˊ,jiǎn míng
11181,儉樸,精熟,第7級,,3,3,"[['儉樸', ['22908']]]",ㄐㄧㄢˇ ㄆㄨˊ,jiǎn pú
11182,簡樸,精熟,第7級,,6,11,"[['簡樸', ['22945']]]",ㄐㄧㄢˇ ㄆㄨˊ,jiǎn pú
11183,撿拾,精熟,第7級,,4,7,[],ㄐㄧㄢˇ ㄕˊ,jiǎn shí
11184,減損,精熟,第7級,,2,1,"[['減損', ['22903']]]",ㄐㄧㄢˇ ㄙㄨㄣˇ,jiǎn sǔn
11185,簡要,精熟,第7級,,4,1,"[['簡要', ['22963']]]",ㄐㄧㄢˇ ㄧㄠˋ,jiǎn yào
11186,檢閱,精熟,第7級,,2,1,"[['檢閱', ['22937']]]",ㄐㄧㄢˇ ㄩㄝˋ,jiǎn yuè
11187,濺,精熟,第7級,,5,1,"[['濺', ['45148', '23104']]]",ㄐㄧㄢˋ,jiàn
11188,鑑,精熟,第7級,,3,3,"[['鑑', ['23084']]]",ㄐㄧㄢˋ,jiàn
11189,箭步,精熟,第7級,,3,0,"[['箭步', ['23107']]]",ㄐㄧㄢˋ ㄅㄨˋ,jiàn bù
11190,見不得人,精熟,第7級,,2,1,"[['見不得人', ['22969']]]",ㄐㄧㄢˋ ㄅㄨˋ ㄉㄜˊ ㄖㄣˊ,jiàn bù dé rén
11191,漸次,精熟,第7級,,3,1,"[['漸次', ['23073']]]",ㄐㄧㄢˋ ㄘˋ,jiàn cì
11192,見地,精熟,第7級,,2,0,"[['見地', ['22974']]]",ㄐㄧㄢˋ ㄉㄧˋ,jiàn dì
11193,間斷,精熟,第7級,,6,9,"[['間斷', ['23059']]]",ㄐㄧㄢˋ ㄉㄨㄢˋ,jiàn duàn
11194,艦隊,精熟,第7級,,11,5,"[['艦隊', ['23077']]]",ㄐㄧㄢˋ ㄉㄨㄟˋ,jiàn duì
11195,見怪不怪,精熟,第7級,,2,0,"[['見怪不怪', ['22981']]]",ㄐㄧㄢˋ ㄍㄨㄞˋ ㄅㄨˊ ㄍㄨㄞˋ,jiàn guài bú guài
11196,健將,精熟,第7級,,3,1,"[['健將', ['23040']]]",ㄐㄧㄢˋ ㄐㄧㄤˋ,jiàn jiàng
11197,鑑賞,精熟,第7級,,3,1,"[['鑑賞', ['23089']]]",ㄐㄧㄢˋ ㄕㄤˇ,jiàn shǎng
11198,踐踏,精熟,第7級,,6,3,"[['踐踏', ['23098']]]",ㄐㄧㄢˋ ㄊㄚˋ,jiàn tà
11199,健忘,精熟,第7級,,4,2,"[['健忘', ['23048']]]",ㄐㄧㄢˋ ㄨㄤˋ,jiàn wàng
11200,見效,精熟,第7級,,4,1,"[['見效', ['22988']]]",ㄐㄧㄢˋ ㄒㄧㄠˋ,jiàn xiào
11201,健行,精熟,第7級,,5,1,"[['健行', ['23042']]]",ㄐㄧㄢˋ ㄒㄧㄥˊ,jiàn xíng
11202,建言,精熟,第7級,,7,1,"[['建言', ['23027']]]",ㄐㄧㄢˋ ㄧㄢˊ,jiàn yán
11203,健在,精熟,第7級,,3,2,"[['健在', ['23046']]]",ㄐㄧㄢˋ ㄗㄞˋ,jiàn zài
11204,健壯,精熟,第7級,,7,2,"[['健壯', ['23043']]]",ㄐㄧㄢˋ ㄓㄨㄤˋ,jiàn zhuàng
11205,江河日下,精熟,第7級,,1,0,"[['江河日下', ['23418']]]",ㄐㄧㄤ ㄏㄜˊ ㄖˋ ㄒㄧㄚˋ,jiāng hé rì xià
11206,疆界,精熟,第7級,,3,4,"[['疆界', ['23458']]]",ㄐㄧㄤ ㄐㄧㄝˋ,jiāng jiè
11207,江水,精熟,第7級,,5,1,[],ㄐㄧㄤ ㄕㄨㄟˇ,jiāng shuǐ
11208,疆土,精熟,第7級,,3,1,"[['疆土', ['23457']]]",ㄐㄧㄤ ㄊㄨˇ,jiāng tǔ
11209,疆域,精熟,第7級,,5,2,"[['疆域', ['23461']]]",ㄐㄧㄤ ㄩˋ,jiāng yù
11210,講授,精熟,第7級,,4,1,"[['講授', ['23498']]]",ㄐㄧㄤˇ ㄕㄡˋ,jiǎng shòu
11211,獎章,精熟,第7級,,4,2,"[['獎章', ['23475']]]",ㄐㄧㄤˇ ㄓㄤ,jiǎng zhāng
11212,獎狀,精熟,第7級,,3,7,"[['獎狀', ['23477']]]",ㄐㄧㄤˇ ㄓㄨㄤˋ,jiǎng zhuàng
11213,強2,精熟,第7級,,141,158,"[['強', ['23528', '25459', '25503']]]",ㄐㄧㄤˋ,jiàng
11214,將士,精熟,第7級,,13,2,"[['將士', ['23537']]]",ㄐㄧㄤˋ ㄕˋ,jiàng shì
11215,嬌,精熟,第7級,,3,3,"[['嬌', ['22392']]]",ㄐㄧㄠ,jiāo
11216,交保,精熟,第7級,,1,1,"[['交保', ['22291']]]",ㄐㄧㄠ ㄅㄠˇ,jiāo bǎo
11217,交差,精熟,第7級,,2,1,"[['交差', ['22329']]]",ㄐㄧㄠ ㄔㄞ,jiāo chāi
11218,交疊,精熟,第7級,,4,1,[],ㄐㄧㄠ ㄉㄧㄝˊ,jiāo dié
11219,交鋒,精熟,第7級,,5,2,"[['交鋒', ['22296']]]",ㄐㄧㄠ ㄈㄥ,jiāo fēng
11220,交會,精熟,第7級,,7,9,"[['交會', ['22312']]]",ㄐㄧㄠ ㄏㄨㄟˋ,jiāo huì
11221,交加,精熟,第7級,,5,1,"[['交加', ['22317']]]",ㄐㄧㄠ ㄐㄧㄚ,jiāo jiā
11222,交界,精熟,第7級,,4,13,"[['交界', ['22319']]]",ㄐㄧㄠ ㄐㄧㄝˋ,jiāo jiè
11223,焦距,精熟,第7級,,2,3,"[['焦距', ['22364']]]",ㄐㄧㄠ ㄐㄩˋ,jiāo jù
11224,交配,精熟,第7級,,6,8,"[['交配', ['22295']]]",ㄐㄧㄠ ㄆㄟˋ,jiāo pèi
11225,交融,精熟,第7級,,4,3,[],ㄐㄧㄠ ㄖㄨㄥˊ,jiāo róng
11226,郊遊,精熟,第7級,,3,3,"[['郊遊', ['22343']]]",ㄐㄧㄠ ㄧㄡˊ,jiāo yóu
11227,膠著,精熟,第7級,,2,2,[],ㄐㄧㄠ ㄓㄨㄛˊ,jiāo zhuó
11228,腳本,精熟,第7級,,5,1,"[['腳本', ['22456']]]",ㄐㄧㄠˇ ㄅㄣˇ,jiǎo běn
11229,攪和,精熟,第7級,,2,2,"[['攪和', ['22495']]]",ㄐㄧㄠˇ ㄏㄨㄛˋ,jiǎo huò
11230,矯健,精熟,第7級,,2,1,"[['矯健', ['22475']]]",ㄐㄧㄠˇ ㄐㄧㄢˋ,jiǎo jiàn
11231,繳交,精熟,第7級,,3,4,"[['繳交', ['22488']]]",ㄐㄧㄠˇ ㄐㄧㄠ,jiǎo jiāo
11232,絞盡腦汁,精熟,第7級,,4,3,"[['絞盡腦汁', ['22450']]]",ㄐㄧㄠˇ ㄐㄧㄣˋ ㄋㄠˇ ㄓ,jiǎo jìn nǎo zhī
11233,角力,精熟,第7級,,5,5,"[['角力', ['22429']]]",ㄐㄧㄠˇ ㄌㄧˋ,jiǎo lì
11234,繳納,精熟,第7級,,4,1,"[['繳納', ['22486']]]",ㄐㄧㄠˇ ㄋㄚˋ,jiǎo nà
11235,腳踏實地,精熟,第7級,,6,3,"[['腳踏實地', ['22459']]]",ㄐㄧㄠˇ ㄊㄚˋ ㄕˊ ㄉㄧˋ,jiǎo tà shí dì
11236,狡詐,精熟,第7級,,4,0,"[['狡詐', ['22442']]]",ㄐㄧㄠˇ ㄓㄚˋ,jiǎo zhà
11237,腳掌,精熟,第7級,,13,2,[],ㄐㄧㄠˇ ㄓㄤˇ,jiǎo zhǎng
11238,校對,精熟,第7級,,3,1,"[['校對', ['22516']]]",ㄐㄧㄠˋ ㄉㄨㄟˋ,jiào duì
11239,教父,精熟,第7級,,4,2,[],ㄐㄧㄠˋ ㄈㄨˋ,jiào fù
11240,教化,精熟,第7級,,7,6,"[['教化', ['22538']]]",ㄐㄧㄠˋ ㄏㄨㄚˋ,jiào huà
11241,叫喚,精熟,第7級,,3,0,"[['叫喚', ['22507']]]",ㄐㄧㄠˋ ㄏㄨㄢˋ,jiào huàn
11242,較量,精熟,第7級,,5,1,"[['較量', ['22523']]]",ㄐㄧㄠˋ ㄌㄧㄤˋ,jiào liàng
11243,教士,精熟,第7級,,7,1,"[['教士', ['22550']]]",ㄐㄧㄠˋ ㄕˋ,jiào shì
11244,叫囂,精熟,第7級,,3,2,"[['叫囂', ['22509']]]",ㄐㄧㄠˋ ㄒㄧㄠ,jiào xiāo
11245,教主,精熟,第7級,,6,1,"[['教主', ['22547']]]",ㄐㄧㄠˋ ㄓㄨˇ,jiào zhǔ
11246,叫座,精熟,第7級,,3,0,"[['叫座', ['22513']]]",ㄐㄧㄠˋ ㄗㄨㄛˋ,jiào zuò
11247,揭穿,精熟,第7級,,3,0,"[['揭穿', ['22031']]]",ㄐㄧㄝ ㄔㄨㄢ,jiē chuān
11248,皆大歡喜,精熟,第7級,,2,1,"[['皆大歡喜', ['21974']]]",ㄐㄧㄝ ㄉㄚˋ ㄏㄨㄢ ㄒㄧˇ,jiē dà huān xǐ
11249,街坊,精熟,第7級,,4,2,"[['街坊', ['22034']]]",ㄐㄧㄝ ㄈㄤ,jiē fāng
11250,接縫,精熟,第7級,,1,2,"[['接縫', ['21987']]]",ㄐㄧㄝ ㄈㄥˋ,jiē fèng
11251,接管,精熟,第7級,,7,5,"[['接管', ['21995']]]",ㄐㄧㄝ ㄍㄨㄢˇ,jiē guǎn
11252,接軌,精熟,第7級,,3,6,[],ㄐㄧㄝ ㄍㄨㄟˇ,jiē guǐ
11253,接濟,精熟,第7級,,3,1,"[['接濟', ['21999']]]",ㄐㄧㄝ ㄐㄧˋ,jiē jì
11254,接口,精熟,第7級,,3,0,[],ㄐㄧㄝ ㄎㄡˇ,jiē kǒu
11255,接洽,精熟,第7級,,3,3,"[['接洽', ['22002']]]",ㄐㄧㄝ ㄑㄧㄚˋ,jiē qià
11256,揭示,精熟,第7級,,6,1,"[['揭示', ['22032']]]",ㄐㄧㄝ ㄕˋ,jiē shì
11257,接聽,精熟,第7級,,3,1,[],ㄐㄧㄝ ㄊㄧㄥ,jiē tīng
11258,揭曉,精熟,第7級,,3,6,"[['揭曉', ['22029']]]",ㄐㄧㄝ ㄒㄧㄠˇ,jiē xiǎo
11259,接續,精熟,第7級,,4,5,"[['接續', ['22004']]]",ㄐㄧㄝ ㄒㄩˋ,jiē xù
11260,街友,精熟,第7級,,1,3,[],ㄐㄧㄝ ㄧㄡˇ,jiē yǒu
11261,接掌,精熟,第7級,,3,2,"[['接掌', ['22007']]]",ㄐㄧㄝ ㄓㄤˇ,jiē zhǎng
11262,接踵而來,精熟,第7級,,2,1,"[['接踵而來', ['22009']]]",ㄐㄧㄝ ㄓㄨㄥˇ ㄦˊ ㄌㄞˊ,jiē zhǒng ér lái
11263,接踵而至,精熟,第7級,,2,1,[],ㄐㄧㄝ ㄓㄨㄥˇ ㄦˊ ㄓˋ,jiē zhǒng ér zhì
11264,揭櫫,精熟,第7級,,2,0,"[['揭櫫', ['22030']]]",ㄐㄧㄝ ㄓㄨ,jiē zhū
11265,結案,精熟,第7級,,3,1,"[['結案', ['22097']]]",ㄐㄧㄝˊ ㄢˋ,jié àn
11266,結伴,精熟,第7級,,5,3,"[['結伴', ['22067']]]",ㄐㄧㄝˊ ㄅㄢˋ,jié bàn
11267,截斷,精熟,第7級,,4,1,"[['截斷', ['22167']]]",ㄐㄧㄝˊ ㄉㄨㄢˋ,jié duàn
11268,節骨眼,精熟,第7級,,3,2,"[['節骨眼', ['22140']]]",ㄐㄧㄝˊ ˙ㄍㄨ ㄧㄢˇ,jié gu yǎn
11269,竭盡,精熟,第7級,,7,2,"[['竭盡', ['22129']]]",ㄐㄧㄝˊ ㄐㄧㄣˋ,jié jìn
11270,拮据,精熟,第7級,,3,4,"[['拮据', ['22062']]]",ㄐㄧㄝˊ ㄐㄩ,jié jū
11271,竭力,精熟,第7級,,11,1,"[['竭力', ['22128']]]",ㄐㄧㄝˊ ㄌㄧˋ,jié lì
11272,睫毛,精熟,第7級,,4,1,"[['睫毛', ['22125']]]",ㄐㄧㄝˊ ㄇㄠˊ,jié máo
11273,節拍,精熟,第7級,,3,4,"[['節拍', ['22134']]]",ㄐㄧㄝˊ ㄆㄞ,jié pāi
11274,結語,精熟,第7級,,5,1,"[['結語', ['22102']]]",ㄐㄧㄝˊ ㄩˇ,jié yǔ
11275,解雇,精熟,第7級,,5,1,[],ㄐㄧㄝˇ ㄍㄨˋ,jiě gù
11276,解惑,精熟,第7級,,2,1,"[['解惑', ['22205']]]",ㄐㄧㄝˇ ㄏㄨㄛˋ,jiě huò
11277,解剖,精熟,第7級,,7,6,"[['解剖', ['22187']]]",ㄐㄧㄝˇ ㄆㄡˇ,jiě pǒu
11278,解圍,精熟,第7級,,3,0,"[['解圍', ['22219']]]",ㄐㄧㄝˇ ㄨㄟˊ,jiě wéi
11279,介,精熟,第7級,,4,3,"[['介', ['22221']]]",ㄐㄧㄝˋ,jiè
11280,戒備,精熟,第7級,,6,7,"[['戒備', ['22247']]]",ㄐㄧㄝˋ ㄅㄟˋ,jiè bèi
11281,借貸,精熟,第7級,,3,5,"[['借貸', ['22264']]]",ㄐㄧㄝˋ ㄉㄞˋ,jiè dài
11282,芥蒂,精熟,第7級,,2,1,"[['芥蒂', ['22230']]]",ㄐㄧㄝˋ ㄉㄧˋ,jiè dì
11283,藉故,精熟,第7級,,2,1,"[['藉故', ['22280']]]",ㄐㄧㄝˋ ㄍㄨˋ,jiè gù
11284,借鏡,精熟,第7級,,4,6,"[['借鏡', ['22271']]]",ㄐㄧㄝˋ ㄐㄧㄥˋ,jiè jìng
11285,戒律,精熟,第7級,,5,4,"[['戒律', ['22249']]]",ㄐㄧㄝˋ ㄌㄩˋ,jiè lǜ
11286,戒慎,精熟,第7級,,3,7,[],ㄐㄧㄝˋ ㄕㄣˋ,jiè shèn
11287,借宿,精熟,第7級,,3,1,"[['借宿', ['22277']]]",ㄐㄧㄝˋ ㄙㄨˋ,jiè sù
11288,戒嚴,精熟,第7級,,4,2,"[['戒嚴', ['22256']]]",ㄐㄧㄝˋ ㄧㄢˊ,jiè yán
11289,介於,精熟,第7級,,10,7,[],ㄐㄧㄝˋ ㄩˊ,jiè yú
11290,借重,精熟,第7級,,4,2,"[['借重', ['22275']]]",ㄐㄧㄝˋ ㄓㄨㄥˋ,jiè zhòng
11291,借助,精熟,第7級,,6,6,"[['借助', ['22274']]]",ㄐㄧㄝˋ ㄓㄨˋ,jiè zhù
11292,藉助,精熟,第7級,,4,3,"[['藉助', ['22283']]]",ㄐㄧㄝˋ ㄓㄨˋ,jiè zhù
11293,金碧輝煌,精熟,第7級,,3,1,"[['金碧輝煌', ['23146']]]",ㄐㄧㄣ ㄅㄧˋ ㄏㄨㄟ ㄏㄨㄤˊ,jīn bì huī huáng
11294,禁不起,精熟,第7級,,2,2,"[['禁不起', ['23224']]]",ㄐㄧㄣ ㄅㄨˋ ㄑㄧˇ,jīn bù qǐ
11295,矜持,精熟,第7級,,2,2,"[['矜持', ['23138']]]",ㄐㄧㄣ ㄔˊ,jīn chí
11296,金剛,精熟,第7級,,12,5,"[['金剛', ['23163']]]",ㄐㄧㄣ ㄍㄤ,jīn gāng
11297,筋骨,精熟,第7級,,5,2,"[['筋骨', ['23222']]]",ㄐㄧㄣ ㄍㄨˇ,jīn gǔ
11298,金光閃閃,精熟,第7級,,0,0,[],ㄐㄧㄣ ㄍㄨㄤ ㄕㄢˇ ㄕㄢˇ,jīn guāng shǎn shǎn
11299,斤斤計較,精熟,第7級,,3,3,"[['斤斤計較', ['23142']]]",ㄐㄧㄣ ㄐㄧㄣ ㄐㄧˋ ㄐㄧㄠˋ,jīn jīn jì jiào
11300,津津樂道,精熟,第7級,,4,2,"[['津津樂道', ['23211']]]",ㄐㄧㄣ ㄐㄧㄣ ㄌㄜˋ ㄉㄠˋ,jīn jīn lè dào
11301,筋疲力竭,精熟,第7級,,5,1,"[['筋疲力竭', ['23217']]]",ㄐㄧㄣ ㄆㄧˊ ㄌㄧˋ ㄐㄧㄝˊ,jīn pí lì jié
11302,筋疲力盡,精熟,第7級,,5,0,"[['筋疲力盡', ['23218']]]",ㄐㄧㄣ ㄆㄧˊ ㄌㄧˋ ㄐㄧㄣˋ,jīn pí lì jìn
11303,金銀財寶,精熟,第7級,,4,1,[],ㄐㄧㄣ ㄧㄣˊㄘㄞˊ ㄅㄠˇ,jīn yín cái bǎo
11304,謹,精熟,第7級,,9,2,"[['謹', ['23237']]]",ㄐㄧㄣˇ,jǐn
11305,緊湊,精熟,第7級,,5,3,"[['緊湊', ['23263']]]",ㄐㄧㄣˇ ㄘㄡˋ,jǐn còu
11306,緊接,精熟,第7級,,3,2,"[['緊接', ['23258']]]",ㄐㄧㄣˇ ㄐㄧㄝ,jǐn jiē
11307,緊鄰,精熟,第7級,,3,5,"[['緊鄰', ['23252']]]",ㄐㄧㄣˇ ㄌㄧㄣˊ,jǐn lín
11308,錦上添花,精熟,第7級,,2,0,"[['錦上添花', ['23279']]]",ㄐㄧㄣˇ ㄕㄤˋ ㄊㄧㄢ ㄏㄨㄚ,jǐn shàng tiān huā
11309,謹守,精熟,第7級,,3,2,"[['謹守', ['23240']]]",ㄐㄧㄣˇ ㄕㄡˇ,jǐn shǒu
11310,緊縮,精熟,第7級,,4,8,"[['緊縮', ['23264']]]",ㄐㄧㄣˇ ㄙㄨㄛ,jǐn suō
11311,緊張兮兮,精熟,第7級,,2,1,[],ㄐㄧㄣˇ ㄓㄤ ㄒㄧ ㄒㄧ,jǐn zhāng xī xī
11312,緊追不捨,精熟,第7級,,2,0,"[['緊追不捨', ['23261']]]",ㄐㄧㄣˇ ㄓㄨㄟ ㄅㄨˋ ㄕㄜˇ,jǐn zhuī bù shě
11313,進逼,精熟,第7級,,3,2,"[['進逼', ['23324']]]",ㄐㄧㄣˋ ㄅㄧ,jìn bī
11314,進餐,精熟,第7級,,3,1,"[['進餐', ['23364']]]",ㄐㄧㄣˋ ㄘㄢ,jìn cān
11315,進場,精熟,第7級,,5,4,"[['進場', ['23357']]]",ㄐㄧㄣˋ ㄔㄤˊ,jìn cháng
11316,晉朝,精熟,第7級,,3,1,[],ㄐㄧㄣˋ ㄔㄠˊ,jìn cháo
11317,禁錮,精熟,第7級,,5,1,"[['禁錮', ['23375']]]",ㄐㄧㄣˋ ㄍㄨˋ,jìn gù
11318,晉見,精熟,第7級,,4,1,"[['晉見', ['23318']]]",ㄐㄧㄣˋ ㄐㄧㄢˋ,jìn jiàn
11319,近郊,精熟,第7級,,3,6,"[['近郊', ['23290']]]",ㄐㄧㄣˋ ㄐㄧㄠ,jìn jiāo
11320,進階,精熟,第7級,,3,3,"[['進階', ['23342']]]",ㄐㄧㄣˋ ㄐㄧㄝ,jìn jiē
11321,禁令,精熟,第7級,,6,5,"[['禁令', ['23373']]]",ㄐㄧㄣˋ ㄌㄧㄥˋ,jìn lìng
11322,盡其所能,精熟,第7級,,2,1,[],ㄐㄧㄣˋ ㄑㄧˊ ㄙㄨㄛˇ ㄋㄥˊ,jìn qí suǒ néng
11323,近親,精熟,第7級,,4,3,"[['近親', ['23292']]]",ㄐㄧㄣˋ ㄑㄧㄣ,jìn qīn
11324,進取,精熟,第7級,,7,2,"[['進取', ['23345']]]",ㄐㄧㄣˋ ㄑㄩˇ,jìn qǔ
11325,晉升,精熟,第7級,,6,1,"[['晉升', ['23319']]]",ㄐㄧㄣˋ ㄕㄥ,jìn shēng
11326,盡失,精熟,第7級,,4,1,[],ㄐㄧㄣˋ ㄕ,jìn shī
11327,進士,精熟,第7級,,11,1,"[['進士', ['23362']]]",ㄐㄧㄣˋ ㄕˋ,jìn shì
11328,進退兩難,精熟,第7級,,3,1,"[['進退兩難', ['23331']]]",ㄐㄧㄣˋ ㄊㄨㄟˋ ㄌㄧㄤˇ ㄋㄢˊ,jìn tuì liǎng nán
11329,盡興,精熟,第7級,,4,1,"[['盡興', ['23401']]]",ㄐㄧㄣˋ ㄒㄧㄥˋ,jìn xìng
11330,浸淫,精熟,第7級,,4,1,"[['浸淫', ['23314']]]",ㄐㄧㄣˋ ㄧㄣˊ,jìn yín
11331,近在咫尺,精熟,第7級,,3,2,"[['近在咫尺', ['23300']]]",ㄐㄧㄣˋ ㄗㄞˋ ㄓˇ ㄔˇ,jìn zài zhǐ chǐ
11332,盡責,精熟,第7級,,4,4,"[['盡責', ['23407']]]",ㄐㄧㄣˋ ㄗㄜˊ,jìn zé
11333,盡忠,精熟,第7級,,4,1,"[['盡忠', ['23403']]]",ㄐㄧㄣˋ ㄓㄨㄥ,jìn zhōng
11334,莖,精熟,第7級,,6,16,"[['莖', ['23616']]]",ㄐㄧㄥ,jīng
11335,精兵,精熟,第7級,,5,1,"[['精兵', ['23562']]]",ㄐㄧㄥ ㄅㄧㄥ,jīng bīng
11336,驚詫,精熟,第7級,,3,0,"[['驚詫', ['23694']]]",ㄐㄧㄥ ㄔㄚˋ,jīng chà
11337,京城,精熟,第7級,,34,2,"[['京城', ['23550']]]",ㄐㄧㄥ ㄔㄥˊ,jīng chéng
11338,驚動,精熟,第7級,,7,2,"[['驚動', ['23669']]]",ㄐㄧㄥ ㄉㄨㄥˋ,jīng dòng
11339,驚愕,精熟,第7級,,5,0,"[['驚愕', ['23698']]]",ㄐㄧㄥ ㄜˋ,jīng è
11340,精光,精熟,第7級,,5,1,"[['精光', ['23579']]]",ㄐㄧㄥ ㄍㄨㄤ,jīng guāng
11341,驚慌失措,精熟,第7級,,5,3,"[['驚慌失措', ['23680']]]",ㄐㄧㄥ ㄏㄨㄤ ㄕ ㄘㄨㄛˋ,jīng huāng shī cuò
11342,驚惶,精熟,第7級,,4,1,"[['驚惶', ['23681']]]",ㄐㄧㄥ ㄏㄨㄤˊ,jīng huáng
11343,驚魂,精熟,第7級,,3,2,"[['驚魂', ['23678']]]",ㄐㄧㄥ ㄏㄨㄣˊ,jīng hún
11344,荊棘,精熟,第7級,,5,1,"[['荊棘', ['23657']]]",ㄐㄧㄥ ㄐㄧˊ,jīng jí
11345,兢兢業業,精熟,第7級,,3,3,"[['兢兢業業', ['23667']]]",ㄐㄧㄥ ㄐㄧㄥ ㄧㄝˋ ㄧㄝˋ,jīng jīng yè yè
11346,驚懼,精熟,第7級,,3,0,"[['驚懼', ['23685']]]",ㄐㄧㄥ ㄐㄩˋ,jīng jù
11347,驚覺,精熟,第7級,,4,2,[],ㄐㄧㄥ ㄐㄩㄝˊ,jīng jué
11348,精良,精熟,第7級,,4,3,"[['精良', ['23577']]]",ㄐㄧㄥ ㄌㄧㄤˊ,jīng liáng
11349,精靈,精熟,第7級,,12,8,"[['精靈', ['23578']]]",ㄐㄧㄥ ㄌㄧㄥˊ,jīng líng
11350,經年累月,精熟,第7級,,3,3,"[['經年累月', ['23625']]]",ㄐㄧㄥ ㄋㄧㄢˊ ㄌㄟˇ ㄩㄝˋ,jīng nián lěi yuè
11351,精疲力竭,精熟,第7級,,4,0,"[['精疲力竭', ['23563']]]",ㄐㄧㄥ ㄆㄧˊ ㄌㄧˋ ㄐㄧㄝˊ,jīng pí lì jié
11352,精疲力盡,精熟,第7級,,2,1,[],ㄐㄧㄥ ㄆㄧˊ ㄌㄧˋ ㄐㄧㄣˋ,jīng pí lì jìn
11353,精闢,精熟,第7級,,4,2,"[['精闢', ['23564']]]",ㄐㄧㄥ ㄆㄧˋ,jīng pì
11354,晶片,精熟,第7級,,14,7,"[['晶片', ['23661']]]",ㄐㄧㄥ ㄆㄧㄢˋ,jīng piàn
11355,精巧,精熟,第7級,,6,2,"[['精巧', ['23585']]]",ㄐㄧㄥ ㄑㄧㄠˇ,jīng qiǎo
11356,精銳,精熟,第7級,,7,1,"[['精銳', ['23600']]]",ㄐㄧㄥ ㄖㄨㄟˋ,jīng ruì
11357,經商,精熟,第7級,,7,5,"[['經商', ['23650']]]",ㄐㄧㄥ ㄕㄤ,jīng shāng
11358,精神抖擻,精熟,第7級,,3,1,[],ㄐㄧㄥ ㄕㄣˊ ㄉㄡˇ ㄙㄡˇ,jīng shén dǒu sǒu
11359,京師,精熟,第7級,,20,0,"[['京師', ['23551']]]",ㄐㄧㄥ ㄕ,jīng shī
11360,經書,精熟,第7級,,4,2,"[['經書', ['23651']]]",ㄐㄧㄥ ㄕㄨ,jīng shū
11361,驚濤駭浪,精熟,第7級,,3,1,"[['驚濤駭浪', ['23670']]]",ㄐㄧㄥ ㄊㄠˊ ㄏㄞˋ ㄌㄤˋ,jīng táo hài làng
